Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-09-10 14:29:46;25.3;38.6;29.6;73.0;5.85;99;30;139;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.9;Eucalyptus Farm
2025-09-10 14:30:10;27.6;44.0;26.6;67.5;6.32;50;33;193;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 14:31:26;23.2;47.1;28.6;57.5;5.62;117;13;201;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.3;Eucalyptus Farm
2025-09-10 14:32:04;28.7;39.3;29.3;50.7;4.50;160;167;310;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-09-10 14:32:28;26.4;48.3;25.7;61.7;4.24;43;116;297;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.9;Eucalyptus Farm
2025-09-10 14:32:54;28.2;66.2;25.6;60.9;6.97;116;64;138;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-09-10 14:32:56;29.1;54.3;28.9;58.8;7.04;26;128;373;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.4;Eucalyptus Farm
2025-09-10 14:33:44;25.6;62.5;29.8;64.6;7.09;103;28;103;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-09-10 14:33:45;27.6;51.9;30.1;67.8;7.22;114;67;273;Sangat Subur;Pertahankan kondisi saat ini;7.3;Eucalyptus Farm
2025-09-10 14:33:49;24.9;64.5;25.8;47.6;6.96;116;55;341;Sangat Subur;Pertahankan kondisi saat ini;3.1;Eucalyptus Farm
2025-09-10 14:34:10;26.1;58.0;30.4;69.1;8.87;147;112;118;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.4;Eucalyptus Farm
2025-09-10 14:35:14;27.5;60.4;30.4;48.4;6.54;125;44;294;Sangat Subur;Pertahankan kondisi saat ini;8.3;Eucalyptus Farm
2025-09-10 14:36:33;20.8;49.9;28.4;78.1;7.46;95;63;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.2;Eucalyptus Farm
2025-09-10 14:36:42;26.5;46.9;27.0;69.7;7.31;88;42;305;Sangat Subur;Pertahankan kondisi saat ini;0.5;Eucalyptus Farm
2025-09-10 14:36:43;29.0;49.3;28.4;41.1;7.00;3;12;71;Data Tidak Lengkap;Periksa sensor pH dan NPK;2.6;Eucalyptus Farm
2025-09-10 14:37:13;23.2;56.1;28.8;66.2;5.32;83;197;28;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.5;Eucalyptus Farm
2025-09-10 14:37:53;24.1;42.5;28.5;72.6;5.50;103;67;151;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-09-10 14:38:50;25.8;52.4;26.4;55.5;6.00;142;67;349;Sangat Subur;Pertahankan kondisi saat ini;9.6;Eucalyptus Farm
2025-09-10 14:39:14;23.1;67.1;29.2;68.0;5.35;42;75;222;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.5;Eucalyptus Farm
2025-09-10 14:39:19;26.6;40.5;28.7;70.5;5.80;97;67;231;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-09-10 14:39:20;25.0;38.2;29.6;54.4;7.03;103;63;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.4;Eucalyptus Farm
2025-09-10 14:40:25;29.4;46.6;27.3;42.3;6.53;124;55;253;Sangat Subur;Pertahankan kondisi saat ini;1.1;Eucalyptus Farm
2025-09-10 14:40:32;28.4;40.7;27.6;75.2;6.43;105;47;252;Sangat Subur;Pertahankan kondisi saat ini;9.4;Eucalyptus Farm
2025-09-10 14:40:51;27.8;56.8;29.8;72.1;6.14;58;41;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.4;Eucalyptus Farm
2025-09-10 14:40:52;29.2;64.4;27.3;43.3;5.93;51;68;108;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.2;Eucalyptus Farm
2025-09-10 14:41:11;20.8;51.0;28.3;75.1;7.81;149;140;99;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-09-10 14:41:38;29.3;48.3;29.6;44.4;5.75;136;55;336;Sangat Subur;Pertahankan kondisi saat ini;8.5;Eucalyptus Farm
2025-09-10 14:41:54;26.9;60.5;28.9;47.9;7.65;56;150;55;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.9;Eucalyptus Farm
2025-09-10 14:43:34;23.8;52.1;29.6;45.0;7.12;97;124;38;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.6;Eucalyptus Farm
2025-09-10 14:44:04;28.3;41.8;27.2;57.4;7.01;82;50;247;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.0;Eucalyptus Farm
2025-09-10 14:44:35;20.6;65.5;26.5;79.4;7.32;75;53;121;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-09-10 14:44:45;22.4;55.3;28.9;44.8;7.64;76;11;182;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.2;Eucalyptus Farm
2025-09-10 14:45:23;22.6;39.1;26.2;76.7;7.00;0;25;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.6;Eucalyptus Farm
2025-09-10 14:45:40;24.5;53.6;29.4;53.6;7.49;195;13;127;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-09-10 14:46:34;21.8;45.5;27.6;59.5;7.41;48;8;384;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.4;Eucalyptus Farm
2025-09-10 14:47:46;30.4;56.1;29.4;69.1;7.96;22;197;158;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.0;Eucalyptus Farm
2025-09-10 14:48:24;26.8;51.1;28.1;48.0;7.24;73;39;197;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-09-10 14:48:39;27.5;64.7;28.7;77.5;6.16;25;180;290;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.3;Eucalyptus Farm
2025-09-10 14:49:39;23.7;52.3;26.6;65.6;6.71;133;59;257;Sangat Subur;Pertahankan kondisi saat ini;9.8;Eucalyptus Farm
2025-09-10 14:53:38;27.2;60.6;26.1;58.7;6.79;56;50;202;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.7;Eucalyptus Farm
2025-09-10 14:55:33;25.8;41.1;26.4;62.7;7.81;94;48;222;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 14:57:11;27.2;56.9;25.6;61.6;5.08;61;47;172;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.9;Eucalyptus Farm
2025-09-10 14:57:33;20.8;59.8;29.9;48.8;5.19;56;57;249;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.6;Eucalyptus Farm
2025-09-10 14:58:06;25.0;41.4;30.4;73.6;7.34;143;62;255;Sangat Subur;Pertahankan kondisi saat ini;1.2;Eucalyptus Farm
2025-09-10 15:00:49;20.7;64.1;28.3;64.3;7.00;99;26;117;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-09-10 15:00:51;25.0;58.2;28.9;54.9;5.50;45;43;159;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.4;Eucalyptus Farm
2025-09-10 15:01:29;22.5;42.0;25.8;74.7;5.50;50;76;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 15:01:29;24.3;56.8;26.2;72.9;6.96;102;62;164;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-09-10 15:01:39;29.6;62.6;30.4;42.3;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.6;Eucalyptus Farm
2025-09-10 15:02:53;26.1;60.4;27.7;77.8;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.2;Eucalyptus Farm
2025-09-10 15:04:30;27.3;50.5;29.0;70.3;5.68;33;169;175;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.8;Eucalyptus Farm
2025-09-10 15:04:35;29.1;42.4;30.0;51.3;7.44;27;200;176;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.0;Eucalyptus Farm
2025-09-10 15:04:37;21.8;65.4;27.9;62.8;6.16;124;9;192;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-09-10 15:07:37;27.1;54.5;29.9;67.0;7.16;125;62;259;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-09-10 15:08:51;29.2;55.9;28.5;66.6;7.33;106;61;322;Sangat Subur;Pertahankan kondisi saat ini;1.8;Eucalyptus Farm
2025-09-10 15:08:56;28.4;67.5;25.6;68.0;5.18;170;76;378;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.5;Eucalyptus Farm
2025-09-10 15:09:05;21.7;59.6;26.4;53.1;5.50;42;28;239;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 15:09:53;25.6;55.2;30.1;65.8;5.71;192;152;77;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.1;Eucalyptus Farm
2025-09-10 15:10:26;23.3;52.4;27.7;44.8;5.86;75;43;146;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 15:10:28;28.0;54.2;29.8;45.3;6.80;27;25;134;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.0;Eucalyptus Farm
2025-09-10 15:11:28;23.7;66.9;28.7;40.9;7.63;70;41;160;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 15:11:30;26.2;44.5;29.8;77.7;6.06;114;36;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.2;Eucalyptus Farm
2025-09-10 15:12:14;25.5;38.4;30.5;66.9;7.26;92;49;218;Sangat Subur;Pertahankan kondisi saat ini;3.2;Eucalyptus Farm
2025-09-10 15:14:29;27.7;60.6;25.9;74.4;4.97;189;122;319;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.1;Eucalyptus Farm
2025-09-10 15:14:52;29.2;39.0;27.5;71.4;7.00;2;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.1;Eucalyptus Farm
2025-09-10 15:15:46;29.7;55.5;28.5;54.2;5.50;70;37;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.5;Eucalyptus Farm
2025-09-10 15:15:50;25.5;66.5;29.3;57.2;5.49;100;179;351;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.5;Eucalyptus Farm
2025-09-10 15:17:36;23.7;46.1;26.5;67.8;6.79;62;30;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 15:17:43;26.8;59.1;25.5;46.7;6.83;113;64;308;Sangat Subur;Pertahankan kondisi saat ini;7.1;Eucalyptus Farm
2025-09-10 15:18:49;28.4;57.4;26.4;54.4;7.04;129;66;291;Sangat Subur;Pertahankan kondisi saat ini;9.1;Eucalyptus Farm
2025-09-10 15:19:46;24.4;59.9;29.9;66.8;6.85;113;53;290;Sangat Subur;Pertahankan kondisi saat ini;2.6;Eucalyptus Farm
2025-09-10 15:19:55;22.2;46.1;26.9;50.8;5.50;60;23;243;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.6;Eucalyptus Farm
2025-09-10 15:20:00;21.2;67.2;25.6;64.1;5.50;76;28;250;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.6;Eucalyptus Farm
2025-09-10 15:20:03;21.1;51.8;29.2;64.3;5.66;128;63;338;Sangat Subur;Pertahankan kondisi saat ini;6.7;Eucalyptus Farm
2025-09-10 15:20:32;22.0;56.6;27.6;64.5;7.92;92;149;6;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.6;Eucalyptus Farm
2025-09-10 15:20:39;25.3;47.5;29.3;59.9;7.44;54;68;184;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 15:23:31;28.0;38.3;26.3;63.2;7.75;92;53;119;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.1;Eucalyptus Farm
2025-09-10 15:23:34;22.3;41.2;30.3;48.0;8.26;49;27;234;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.6;Eucalyptus Farm
2025-09-10 15:23:35;24.9;50.4;29.2;67.4;5.75;119;30;115;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.3;Eucalyptus Farm
2025-09-10 15:23:51;27.3;58.3;30.4;68.5;6.88;27;25;292;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.9;Eucalyptus Farm
2025-09-10 15:24:17;27.7;51.3;30.2;51.8;7.27;89;32;155;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.8;Eucalyptus Farm
2025-09-10 15:24:58;29.6;64.1;28.3;53.0;5.97;143;141;34;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.9;Eucalyptus Farm
2025-09-10 15:25:26;23.6;46.6;29.2;51.1;7.00;0;11;14;Data Tidak Lengkap;Periksa sensor pH dan NPK;7.1;Eucalyptus Farm
2025-09-10 15:25:27;21.6;53.9;27.5;64.5;5.90;84;53;113;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.1;Eucalyptus Farm
2025-09-10 15:25:32;26.3;54.6;29.8;44.1;7.00;0;14;26;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.5;Eucalyptus Farm
2025-09-10 15:25:34;25.1;59.3;30.4;42.0;7.16;118;41;130;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.0;Eucalyptus Farm
2025-09-10 15:26:30;24.0;53.2;30.2;75.1;6.29;115;47;350;Sangat Subur;Pertahankan kondisi saat ini;1.0;Eucalyptus Farm
2025-09-10 15:28:20;22.1;47.4;26.0;40.7;5.41;109;35;103;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-09-10 15:29:22;29.4;65.5;26.9;47.5;7.77;26;125;287;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.6;Eucalyptus Farm
2025-09-10 15:30:25;22.7;52.8;30.3;70.8;6.01;82;32;165;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 15:30:58;25.7;57.9;27.4;68.8;5.87;57;67;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-09-10 15:31:24;24.6;40.2;29.1;68.1;5.18;173;91;56;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.1;Eucalyptus Farm
2025-09-10 15:32:19;24.5;53.4;27.9;55.3;5.44;107;65;236;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.4;Eucalyptus Farm
2025-09-10 15:32:49;22.5;64.4;26.5;52.5;6.92;90;58;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-09-10 15:33:12;21.2;45.6;29.5;46.7;6.94;105;4;109;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.0;Eucalyptus Farm
2025-09-10 15:33:17;26.8;61.5;28.5;56.6;6.62;68;52;219;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-09-10 15:33:22;21.5;50.0;29.5;48.2;6.97;107;42;312;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-09-10 15:33:56;23.5;67.0;30.2;53.4;7.73;106;39;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-09-10 15:34:45;28.2;64.4;29.5;64.1;7.66;72;58;250;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 15:35:32;24.5;67.8;26.4;66.9;7.17;96;48;175;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.7;Eucalyptus Farm
2025-09-10 15:35:42;22.7;46.4;26.7;59.9;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;9.4;Eucalyptus Farm
2025-09-10 15:35:55;25.3;61.8;30.4;77.3;6.21;54;68;161;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-09-10 15:36:24;29.0;38.0;25.6;64.1;6.27;85;59;210;Sangat Subur;Pertahankan kondisi saat ini;3.6;Eucalyptus Farm
2025-09-10 15:37:26;20.7;56.9;26.3;62.6;5.50;119;64;227;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 15:38:24;24.2;54.4;28.1;43.8;6.12;135;131;96;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.2;Eucalyptus Farm
2025-09-10 15:38:29;25.4;42.0;26.8;56.8;6.54;65;78;141;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.0;Eucalyptus Farm
2025-09-10 15:38:43;25.3;44.7;29.0;47.6;8.14;162;123;190;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.5;Eucalyptus Farm
2025-09-10 15:38:52;27.7;41.3;26.7;51.9;6.80;34;173;237;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.6;Eucalyptus Farm
2025-09-10 15:38:54;28.7;38.4;30.0;41.2;5.50;75;42;127;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-09-10 15:39:29;21.9;58.9;26.3;70.1;7.34;111;56;214;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-09-10 15:39:55;25.5;64.6;27.3;55.1;6.64;113;77;198;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.2;Eucalyptus Farm
2025-09-10 15:40:07;28.6;42.4;27.2;74.6;5.50;51;48;146;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.5;Eucalyptus Farm
2025-09-10 15:40:13;26.1;50.1;27.6;49.1;7.00;10;0;26;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.6;Eucalyptus Farm
2025-09-10 15:41:33;26.0;44.5;26.5;79.6;7.19;35;97;321;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.0;Eucalyptus Farm
2025-09-10 15:41:52;25.2;61.2;30.1;47.6;7.09;82;71;239;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.2;Eucalyptus Farm
2025-09-10 15:41:56;27.8;55.6;27.7;70.4;5.40;23;165;320;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 15:43:18;23.3;46.9;30.2;79.5;5.32;141;15;396;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.7;Eucalyptus Farm
2025-09-10 15:43:32;29.9;59.2;28.7;42.0;7.32;104;65;300;Sangat Subur;Pertahankan kondisi saat ini;9.0;Eucalyptus Farm
2025-09-10 15:44:02;26.9;51.7;29.5;41.0;6.19;43;9;396;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.1;Eucalyptus Farm
2025-09-10 15:44:20;21.2;60.3;29.1;42.3;4.26;71;151;217;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.6;Eucalyptus Farm
2025-09-10 15:44:30;25.0;46.4;30.3;45.7;5.85;59;53;231;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-09-10 15:45:24;28.5;57.3;29.4;57.3;8.33;127;173;287;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.9;Eucalyptus Farm
2025-09-10 15:46:56;20.6;64.9;26.2;71.4;6.03;61;32;129;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-09-10 15:47:04;30.2;44.5;29.6;47.9;7.03;112;68;150;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.1;Eucalyptus Farm
2025-09-10 15:48:10;29.7;64.2;28.4;40.4;6.22;53;80;224;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.6;Eucalyptus Farm
2025-09-10 15:49:13;22.7;38.6;29.6;54.6;5.91;76;57;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.5;Eucalyptus Farm
2025-09-10 15:49:33;24.8;52.1;26.3;41.2;5.72;62;23;202;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.5;Eucalyptus Farm
2025-09-10 15:49:38;24.1;49.2;30.5;79.8;5.48;156;5;379;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.1;Eucalyptus Farm
2025-09-10 15:50:19;21.9;52.1;30.2;47.4;7.98;61;53;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.8;Eucalyptus Farm
2025-09-10 15:50:53;29.0;61.1;25.8;64.8;7.00;0;15;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;2.4;Eucalyptus Farm
2025-09-10 15:51:29;23.6;63.5;28.5;45.8;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;7.3;Eucalyptus Farm
2025-09-10 15:51:35;20.9;60.4;28.2;42.3;6.43;92;46;217;Sangat Subur;Pertahankan kondisi saat ini;6.8;Eucalyptus Farm
2025-09-10 15:53:46;25.4;56.6;25.8;68.2;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;5.4;Eucalyptus Farm
2025-09-10 15:55:38;23.7;67.9;30.4;66.2;6.87;83;41;225;Sangat Subur;Pertahankan kondisi saat ini;1.3;Eucalyptus Farm
2025-09-10 15:58:19;23.4;46.8;27.3;62.6;7.75;47;69;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-09-10 15:58:28;21.3;58.5;26.7;77.7;5.87;99;27;237;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-09-10 15:58:30;27.5;52.9;27.7;78.2;6.77;55;14;184;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.1;Eucalyptus Farm
2025-09-10 15:58:32;21.4;59.5;27.5;79.1;6.54;87;52;274;Sangat Subur;Pertahankan kondisi saat ini;8.2;Eucalyptus Farm
2025-09-10 15:58:34;23.8;51.0;25.9;48.8;6.97;137;68;318;Sangat Subur;Pertahankan kondisi saat ini;6.0;Eucalyptus Farm
2025-09-10 15:58:52;21.0;57.7;28.2;43.3;7.97;117;62;237;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.3;Eucalyptus Farm
2025-09-10 15:59:06;20.7;39.5;26.8;42.6;6.88;131;8;330;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.7;Eucalyptus Farm
2025-09-10 15:59:21;27.0;58.9;28.7;52.8;6.28;59;44;213;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.9;Eucalyptus Farm
2025-09-10 16:01:01;26.3;41.5;27.6;50.5;5.50;92;158;93;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 16:01:14;24.7;43.2;26.1;63.1;4.24;134;104;121;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.6;Eucalyptus Farm
2025-09-10 16:02:00;29.3;46.1;25.5;46.5;5.95;82;49;179;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.5;Eucalyptus Farm
2025-09-10 16:03:25;23.3;45.1;29.9;74.7;7.12;37;85;208;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.3;Eucalyptus Farm
2025-09-10 16:04:05;30.3;42.2;26.5;47.4;6.81;84;70;310;Sangat Subur;Pertahankan kondisi saat ini;8.9;Eucalyptus Farm
2025-09-10 16:05:09;30.0;45.3;26.2;52.1;7.92;113;62;104;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.0;Eucalyptus Farm
2025-09-10 16:05:18;24.0;62.7;28.1;58.5;6.08;149;70;262;Sangat Subur;Pertahankan kondisi saat ini;0.5;Eucalyptus Farm
2025-09-10 16:05:45;25.2;58.3;29.9;70.0;4.12;188;99;153;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.4;Eucalyptus Farm
2025-09-10 16:06:29;29.0;38.3;27.5;76.3;6.63;77;21;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-09-10 16:07:10;22.8;40.2;28.5;66.7;6.43;83;61;226;Sangat Subur;Pertahankan kondisi saat ini;6.2;Eucalyptus Farm
2025-09-10 16:08:07;22.5;38.3;25.9;55.0;5.50;81;33;222;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 16:08:16;28.3;44.8;25.6;55.4;5.12;191;129;26;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.4;Eucalyptus Farm
2025-09-10 16:11:32;26.6;45.7;27.5;67.1;6.81;110;23;156;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.3;Eucalyptus Farm
2025-09-10 16:12:04;22.0;53.3;27.8;76.0;6.15;74;69;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-09-10 16:12:28;30.2;44.9;30.4;61.3;5.70;126;62;307;Sangat Subur;Pertahankan kondisi saat ini;1.4;Eucalyptus Farm
2025-09-10 16:12:34;27.5;62.8;25.8;59.2;5.51;44;49;101;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.4;Eucalyptus Farm
2025-09-10 16:15:03;29.5;50.1;27.1;70.0;6.79;146;59;275;Sangat Subur;Pertahankan kondisi saat ini;4.1;Eucalyptus Farm
2025-09-10 16:15:21;28.5;63.0;27.0;58.8;7.00;0;29;51;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.7;Eucalyptus Farm
2025-09-10 16:15:51;20.8;40.7;29.8;65.2;5.63;97;31;134;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-09-10 16:16:13;30.2;54.5;30.3;44.6;5.51;60;74;182;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 16:17:18;21.8;38.7;27.3;71.3;5.94;88;73;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-09-10 16:17:24;27.3;57.6;25.7;47.3;7.00;47;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.9;Eucalyptus Farm
